127.0.0.1 - - [22/Mar/2024:10:24:11 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:46 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:48 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:48 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:48 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:48 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:49 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:49 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:49 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:49 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:49 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:49 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:50 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:51 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:51 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:51 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:51 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:51 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:51 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:51 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:51 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:51 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:14:33 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30764
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:14:33 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:14:59 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30792
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:14:59 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:15:34 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30737
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:15:34 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:15:58 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30739
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:15:58 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:16:18 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30741
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:16:18 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:16:46 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30766
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:16:46 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:05 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30766
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:05 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:07 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30766
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:07 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:07 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30766
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:07 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:27 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30766
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:27 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:59 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30793
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:17:59 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:18:15 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30793
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:18:15 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:20:24 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:20:24 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:22:04 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30793
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:22:04 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:22:20 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?category=0 HTTP/1.1" 200 31844
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:22:20 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:23:37 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?category=0 HTTP/1.1" 200 31843
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:23:37 +0530] "GET /OnlineMobileShoppingSystem/images/users.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:47:12 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?category=0 HTTP/1.1" 200 28340
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:47:12 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:47:15 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 26926
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:47:15 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:06 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?category=0 HTTP/1.1" 200 28340
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:06 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:08 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 26926
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:08 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:31 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 26926
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:31 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:32 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 26926
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:32 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:37 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=3 HTTP/1.1" 200 26846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:48:37 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:35 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=3 HTTP/1.1" 200 26846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:35 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:36 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=3 HTTP/1.1" 200 26846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:36 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:36 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=3 HTTP/1.1" 200 26846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:36 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:37 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=3 HTTP/1.1" 200 26846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:37 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:37 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=3 HTTP/1.1" 200 26846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:37 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:37 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=3 HTTP/1.1" 200 26846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:37 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:37 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=3 HTTP/1.1" 200 26846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:37 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:41 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=1 HTTP/1.1" 200 26941
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:41 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:59 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 14637
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:59 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:49:59 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:50:05 +0530] "POST /OnlineMobileShoppingSystem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:50:05 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 30025
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:50:08 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 28973
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:50:31 +0530] "POST /OnlineMobileShoppingSystem/CartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:50:31 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 31848
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:50:42 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=4 HTTP/1.1" 200 30439
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:50:46 +0530] "POST /OnlineMobileShoppingSystem/CartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:50:46 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 32593
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:51:01 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=7 HTTP/1.1" 200 26717
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:51:13 +0530] "POST /OnlineMobileShoppingSystem/CartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:51:13 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 32612
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:51:36 +0530] "GET /OnlineMobileShoppingSystem/CartServlet?cartId=2&action=delete HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:14:51:36 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 31852
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:37:37 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28340
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:37:37 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:37:47 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 14637
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:37:47 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:37:47 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:37:54 +0530] "POST /OnlineMobileShoppingSystem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:37:54 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 31532
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:41:07 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 31532
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:42:43 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 31532
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:45:59 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 31532
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:45:59 +0530] "GET /OnlineMobileShoppingSystem/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:16:48:06 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 31532
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:11:25 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=3 HTTP/1.1" 200 26846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:11:25 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:11:40 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 26926
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:11:40 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:11:50 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=4 HTTP/1.1" 200 26885
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:11:50 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:16:34 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:16:34 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:17:51 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:17:51 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:17:53 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:17:53 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:17:53 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:17:53 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:17:55 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 26927
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:17:56 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
127.0.0.1 - - [22/Mar/2024:23:18:17 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:18:19 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:18:19 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:19:59 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:19:59 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:21:44 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:21:44 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:22:47 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:22:47 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:24:29 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:24:29 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:27:11 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:27:11 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:32:09 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28341
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:32:09 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:27 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 28607
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:27 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:29 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=1 HTTP/1.1" 200 26942
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:29 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:37 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=1 HTTP/1.1" 200 26942
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:37 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:50 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?category=1 HTTP/1.1" 200 25595
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:50 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:54 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?filter=60000 HTTP/1.1" 200 23792
0:0:0:0:0:0:0:1 - - [22/Mar/2024:23:36:54 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
